,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
1079,76,238.5522715350067,1.0,0.10544327111156965,276.0370777289621,1.5,0.22861735706187802,269.17704270001747,10.0,0.20905974762994714,122.42229226211037,10.0,0.831859654831835,256.82326188929324,1.0,0.21091497826290515,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,Policy 0,dikesnet
1080,130,325.4231961124928,10.0,0.2909322748054599,268.4194340381389,1.0,0.28064603351195516,167.8680656679165,1.0,0.6135993753687108,213.65794539296243,1.5,0.6944826715170193,212.75356348397023,1.5,0.39752026379212496,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,Policy 0,dikesnet
1081,55,269.62868390684173,1.0,0.21597422793532625,346.9670118385398,10.0,0.6134263800266974,258.0063281706555,1.5,0.2097932273070174,151.57364591612549,10.0,0.10273194779339788,162.69840934663105,1.0,0.5601888267186346,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,Policy 0,dikesnet
1082,60,107.69821014664407,1.0,0.7922049413401336,283.7708571017068,1.0,0.9763179466608863,266.91484253391434,10.0,0.2691840935171397,253.0612703763407,1.0,0.8901931107233013,277.60092943525626,10.0,0.610317257721895,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,Policy 0,dikesnet
1083,71,147.26406387266945,1.5,0.9458671065405767,53.25001000021615,10.0,0.09823818804418231,57.36186204448737,10.0,0.9195499617889317,42.67252783190918,10.0,0.21346283807969235,259.2042425004702,1.5,0.7595234459423388,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,Policy 0,dikesnet
1084,6,283.0374723673667,10.0,0.22077321649987594,276.7808870224294,10.0,0.42846848841907276,336.4584256687918,10.0,0.14464162178366738,160.95707600034171,10.0,0.5349209301081966,226.41745885239416,1.0,0.5192335154788575,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084,Policy 0,dikesnet
1085,109,264.7478070521598,1.0,0.5908731438243532,289.84198603628016,1.5,0.01993955641122436,230.8697112225745,1.0,0.3171421774685337,152.47139598634058,10.0,0.0318405969213455,339.64557214924446,10.0,0.27114192791091996,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,Policy 0,dikesnet
1086,71,282.87007374124266,10.0,0.724049112075945,81.88041933203736,10.0,0.4153719915693262,166.03607490837464,1.0,0.9630578098134313,30.338927932126225,1.0,0.6736864665368483,167.0430929073732,1.0,0.21504733480672278,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,Policy 0,dikesnet
1087,84,248.027955771941,10.0,0.7809701982543489,260.0586716498733,10.0,0.5876269312110105,36.626594158523226,10.0,0.14572185041765476,302.1145267582816,1.5,0.010903282066941682,89.46937274169068,10.0,0.9394571400397034,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,Policy 0,dikesnet
1088,98,251.28411234398737,10.0,0.3916113085632693,64.28783275849437,10.0,0.3995772717420716,64.87435363898598,1.0,0.7841311447624221,317.2013855188867,1.5,0.15306514656743087,309.2560486349359,1.5,0.17968186935021505,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,Policy 0,dikesnet
1089,55,297.4065883799499,10.0,0.6873521288792301,303.4793628722107,1.5,0.9284545666738232,98.09266942853156,1.5,0.4131579498446721,45.39119686252184,10.0,0.6597183574445461,149.75212202203753,1.5,0.40066806666320876,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,Policy 0,dikesnet
1090,46,251.89548037668928,1.0,0.3314837927071265,308.4392755668873,1.5,0.671133704344344,345.8353742711949,1.5,0.12678358200451056,79.04694892049682,10.0,0.20353370914141106,326.0788061761881,1.0,0.4089119222793581,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,Policy 0,dikesnet
1091,125,107.04536524137869,1.5,0.4541965420334463,51.74467145182879,1.5,0.5701279669234366,165.51067415640316,1.0,0.7978751231629508,97.39289370526085,10.0,0.2127806513078643,161.45943081650074,1.5,0.7673988613977122,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,Policy 0,dikesnet
1092,58,260.34966954341337,10.0,0.31791941056835565,329.2592182122387,10.0,0.7303393564669597,157.1960242506427,1.0,0.90666504442524,85.70211081347692,1.5,0.9416278167589076,105.35937995878845,1.5,0.7344838907376673,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,Policy 0,dikesnet
1093,123,299.76216176777484,1.5,0.868042148363444,227.6413192286641,1.5,0.48779233905369784,334.96296755888517,1.0,0.8801758882307367,333.5102833196299,1.5,0.8145649954062034,100.46174434543447,1.5,0.712592349464167,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,Policy 0,dikesnet
1094,48,70.12271710687118,1.5,0.8322323019864648,77.47270701101783,10.0,0.16418214582056728,104.99309470194636,1.5,0.5732193509447397,334.5915898214007,10.0,0.9786466121003362,84.04890822711866,1.5,0.5652539535261483,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,Policy 0,dikesnet
1095,35,189.50057284370376,10.0,0.7932768751427365,55.50042969944094,1.5,0.14373899007671434,168.78343679026943,1.5,0.5848592541578764,278.13975532299366,1.5,0.11006544443451592,241.3154835600554,10.0,0.3239858802610719,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,Policy 0,dikesnet
1096,105,226.8752952670385,10.0,0.8002528080967181,102.4453808138336,1.5,0.3890740865602256,124.06053640379952,1.5,0.6333971466923208,103.16079972754919,1.5,0.018482246992183045,240.8978189402436,1.5,0.4649484631410541,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,Policy 0,dikesnet
1097,73,171.64965347622612,10.0,0.7237625122069039,220.21890888669253,10.0,0.41126940396352507,257.92384634058095,1.0,0.05541342503463585,343.7739578336109,10.0,0.30399903494053754,93.83929748921094,1.0,0.9988970889719684,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,Policy 0,dikesnet
1098,45,247.42241896689472,1.0,0.11456933518818642,80.72989412237031,10.0,0.10844480281238231,47.76808838282291,1.5,0.7959782943406998,105.27041073912991,1.5,0.37638901713120865,58.45528674289497,1.0,0.7077032853757963,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,Policy 0,dikesnet
1099,50,69.56677976353784,1.0,0.13266117204603434,42.04525789836685,10.0,0.8377820555916833,76.72297065465389,1.0,0.35591296967249364,335.26247368005113,1.0,0.10736649184909444,146.02074829512134,1.5,0.3163313846419352,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,Policy 0,dikesnet
1100,114,74.31928025425299,1.5,0.9847567342917788,312.08444531466193,1.5,0.9188893710246417,129.2507868038859,1.0,0.15029331213092204,88.46061037857442,1.0,0.8637966990518532,160.9079410711623,1.0,0.3048322529323687,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,Policy 0,dikesnet
1101,95,254.69642500510793,1.5,0.5951921463493466,62.53818910204473,10.0,0.8891879744883484,349.8145906361285,1.0,0.793333514763451,148.5056792588848,10.0,0.6962753437682525,260.4880620486963,1.0,0.7123867160119852,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,Policy 0,dikesnet
1102,125,240.01139684667504,1.0,0.9656013212380331,254.88706274587935,1.5,0.8432260074826781,142.11958182450024,10.0,0.6795183475109685,266.52411591024384,1.0,0.5552733329266479,233.54768311005887,1.0,0.8108254819275631,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,Policy 0,dikesnet
1103,23,300.3751627282097,1.5,0.42203496350448105,337.9922011457511,1.0,0.47824815801135767,227.8103211463034,1.5,0.5540782403445657,272.36006208926904,1.0,0.8368774123096636,226.90861132702508,10.0,0.7562449297091144,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,Policy 0,dikesnet
1104,45,48.83156403022949,1.5,0.052176106197975254,69.21294401096142,10.0,0.5529984547454757,329.07064315623086,1.5,0.17308199788393475,255.46164398962839,1.5,0.8272633159456156,38.84627708389121,10.0,0.9804888555391458,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,Policy 0,dikesnet
1105,67,216.44635637025567,1.0,0.585851650814346,277.92592034564706,1.0,0.3056471250210826,316.2607898712601,10.0,0.7443317166577904,182.71031498391667,1.5,0.8662322943736538,208.24570875636215,10.0,0.50153510030389,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,Policy 0,dikesnet
1106,17,167.42266609370097,1.0,0.5435923784592019,113.10621923560127,10.0,0.3004029403231357,154.93570236859983,1.0,0.6811520594015968,207.9798038141792,1.0,0.010450357777482386,139.76879897720744,10.0,0.034439516835850094,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106,Policy 0,dikesnet
1107,95,245.03909916464937,1.5,0.7195937281817926,235.53182556247629,10.0,0.18982307224364364,310.76100384724236,1.0,0.9985771010755992,139.45803492192115,1.0,0.2806659913666301,245.1959474446679,1.0,0.33769484682423484,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,Policy 0,dikesnet
1108,56,232.34608979088975,1.0,0.8594440986496503,272.67051321971286,1.0,0.9646053378196802,276.92800827941505,10.0,0.16378847722840933,63.82392808046026,10.0,0.1373865107664326,86.32659590164927,1.0,0.4176057886676351,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,Policy 0,dikesnet
1109,33,166.3357070442957,10.0,0.9734132404145629,283.39900594446385,10.0,0.7397086797926927,97.67704820291576,1.0,0.7650320719275734,80.7714103214829,1.5,0.7449493712351108,228.80827378197273,10.0,0.3989532107262171,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,Policy 0,dikesnet
1110,130,203.94084763685544,1.5,0.5930016605280116,71.16770702601397,1.5,0.7498388095892106,137.9104490377623,1.0,0.6750493210883052,134.82823900231278,1.0,0.1118775112012065,158.25672303385326,10.0,0.7752300887366993,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,Policy 0,dikesnet
1111,94,195.42772650446915,10.0,0.986514782050114,310.2053220827578,1.5,0.4800103679973952,337.5600643761748,1.0,0.4295809197854029,302.22967100416946,1.0,0.22308283364599743,120.9938899588375,1.5,0.5209730971556265,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,Policy 0,dikesnet
1112,3,267.17624663035053,1.0,0.8072300681987882,306.764168239116,1.0,0.20597522793573125,60.82169279702474,1.0,0.4022812293505171,120.02610198082166,1.0,0.15037663967316137,317.2192236103599,10.0,0.14652594953159637,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,Policy 0,dikesnet
1113,118,96.46058373303356,1.5,0.4408082240874046,96.93752004108228,1.5,0.7805206682735297,246.44288703913742,1.0,0.6887412037270156,40.685900760392855,10.0,0.6268341859341676,264.69723432632634,1.0,0.6374271152637995,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,Policy 0,dikesnet
1114,46,184.58459227572223,1.0,0.02716640601636897,190.84672519032037,1.5,0.751409893143298,87.99519074465559,1.5,0.3947148198515354,285.8414709854354,10.0,0.6665178654179061,339.2177208398015,1.5,0.5145487527824433,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,Policy 0,dikesnet
1115,84,291.7550317669848,1.5,0.4203301700178305,115.99000282926609,10.0,0.11535489879387929,341.59075202400294,10.0,0.24558176941768842,137.84805296430739,10.0,0.6032570442166909,286.58079221863306,1.5,0.6667861684912975,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,Policy 0,dikesnet
1116,16,97.89913624811916,1.5,0.9839741052797655,137.51516391032473,1.5,0.08112386349017264,243.27800279605935,1.5,0.4755874619317267,162.56277673277503,1.5,0.7984117020512288,206.072559663003,10.0,0.7062665253702148,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,Policy 0,dikesnet
1117,39,114.75766922961851,10.0,0.14832139177800477,57.50276127260527,1.5,0.07074000044699244,45.9598016768813,1.5,0.2391179193657229,271.42012023116115,10.0,0.29160345129431786,222.13177396570404,10.0,0.7988486838410632,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,Policy 0,dikesnet
1118,91,117.68688248919725,10.0,0.517847791483691,206.89256028464212,1.0,0.8642961815820991,253.1944224122765,1.0,0.6070422470769192,310.2977828393198,10.0,0.9096089649879633,149.44831792494955,1.0,0.8748566027609869,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,Policy 0,dikesnet
1119,77,231.69623520226133,1.5,0.7603597921421081,337.3969324828346,1.5,0.40234114299891227,115.54934276471057,10.0,0.03385671630747756,267.3138717488473,1.5,0.19347389642064425,223.63725763910853,10.0,0.44674623269246366,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,Policy 0,dikesnet
1120,97,133.78003996073076,1.0,0.6342483671857249,200.59132148117172,1.5,0.0807929392612142,96.15693322402359,1.5,0.5395179349155331,174.32738863538316,1.0,0.8877157302847472,289.2362813035479,1.0,0.9027530042983613,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,Policy 0,dikesnet
1121,36,236.88323392884763,10.0,0.48089411766960455,297.5771442689025,10.0,0.4653101609221363,178.74504041807944,1.0,0.8397547971534558,73.68467259524468,1.5,0.38321959689900326,255.42691462093177,1.5,0.6479106718542245,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,Policy 0,dikesnet
1122,43,182.95267081442347,1.0,0.11855914369836076,348.14559226809314,1.0,0.3913756422989768,95.19728002304456,1.0,0.3165814783881948,142.48051660909044,10.0,0.4072076639547233,209.05174009994533,1.5,0.5635018264691555,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,Policy 0,dikesnet
1123,3,93.99735814430298,10.0,0.6935365506602488,189.67787754996183,10.0,0.9594032695135942,229.06003464154256,1.0,0.4033622644224327,41.410810600835234,1.5,0.525317404371048,78.81732790484365,10.0,0.5918674242816927,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,Policy 0,dikesnet
1124,110,342.5228983564033,1.5,0.0655456218105159,59.29271038071873,10.0,0.6695634566605109,112.77536942822451,10.0,0.06152465170993618,272.16744298586366,1.5,0.19974246273498195,80.54638137975637,1.0,0.9995126858364242,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,Policy 0,dikesnet
1125,69,262.1346111234526,1.0,0.47941978919450534,190.5817270341704,1.0,0.2552576230708895,275.1522956408779,1.0,0.016173597832949776,212.60549119189415,10.0,0.6787126596261036,205.30863554461772,1.0,0.838921367961018,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,Policy 0,dikesnet
1126,5,268.9254467955067,1.0,0.4305161429658877,89.15651533784788,1.5,0.18292554487983675,155.8082415886734,1.5,0.18669342052711208,128.4575442288893,10.0,0.3904702645275298,98.35512315904211,10.0,0.44791744165094083,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,Policy 0,dikesnet
1127,61,110.01802845577387,1.5,0.20838088921784675,85.72194949721101,1.0,0.6816267628869808,219.21664397255486,1.5,0.60634989864012,58.59568918970858,10.0,0.3564599035475976,51.16542155225256,1.0,0.3111872105093764,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,Policy 0,dikesnet
1128,13,122.83027385095762,1.0,0.8020504180440388,115.00656937784603,1.5,0.17630218156079797,225.51593889080308,1.5,0.3295254141385843,247.7236625922384,1.5,0.8234962637250766,284.1631092516087,10.0,0.1588510716162868,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,Policy 0,dikesnet
1129,128,182.58450921818604,1.5,0.7285698408748997,61.05495730779191,1.0,0.8208924494367973,334.12326464402224,1.0,0.994745100857625,314.012400218156,10.0,0.9509467709467779,77.0035092394967,1.0,0.11571264933851665,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129,Policy 0,dikesnet
1130,81,131.14656702808975,1.5,0.44694774107029295,119.4074670770768,10.0,0.6013557907963447,71.76666594421896,1.5,0.2546767884237551,179.2559332986751,1.5,0.30417506204527717,64.14540411439734,10.0,0.10456291161904196,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,Policy 0,dikesnet
1131,64,102.67982852875677,1.0,0.6538073742148031,174.1265404011785,1.0,0.44290043403681584,238.45807565657225,1.0,0.3244132420750093,124.75447708065062,1.0,0.6170164956464447,93.07589651431911,1.5,0.28130173201070285,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,Policy 0,dikesnet
1132,53,159.17141214017104,1.0,0.8313418438971663,118.37011523580749,1.0,0.47993405352666496,346.9473618784688,10.0,0.8275330085138309,107.1379804218257,1.0,0.27923521908647797,111.11651820290815,1.5,0.6153065468670783,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,Policy 0,dikesnet
1133,97,345.8068423880865,1.0,0.8285754486826112,223.4800318450607,1.0,0.6899950163134185,157.20515170969105,10.0,0.42310248528939365,38.39150097454026,1.5,0.37809815073673236,239.19067660434757,1.0,0.8626074202438702,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,Policy 0,dikesnet
1134,111,346.96180896736075,1.5,0.8378858527014371,91.92725081277841,1.5,0.4812139604383085,250.040973642136,1.0,0.2526996749335516,190.21996800884352,10.0,0.07777371546918407,188.26127028550638,1.0,0.40303629131043217,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,Policy 0,dikesnet
1135,99,66.75295849702266,1.0,0.8317219746671857,218.7232566498884,10.0,0.7216730587046559,265.3897555556623,10.0,0.3843848206426168,170.55136451470258,1.0,0.009859773058496333,248.1839372619594,1.5,0.03143936555035292,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,Policy 0,dikesnet
1136,125,242.54038037877456,1.5,0.7573041626358332,234.43329614627498,1.0,0.98820850164962,304.45268452642983,1.0,0.5723905180818377,111.1475047155085,10.0,0.9440206667254125,197.3345345854898,10.0,0.3460065990244304,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,Policy 0,dikesnet
1137,51,331.18170643410247,1.0,0.5422976755062187,307.87379429799887,1.5,0.9480824276219343,150.47311419965652,1.5,0.8984591878812018,330.52453838444274,10.0,0.0950842182239148,187.19399805596822,1.5,0.3538658003760279,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,Policy 0,dikesnet
1138,17,149.3956362035409,10.0,0.5060572945946988,189.3604526589185,10.0,0.6920963351669442,139.07444383790698,1.0,0.18772633184485987,316.6067171394647,1.5,0.17212555336847568,84.10591048326063,1.0,0.37394289706472505,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,Policy 0,dikesnet
1139,104,336.4747701184321,10.0,0.8293250153318581,140.03759119666327,1.0,0.6960810083024142,346.2054176497611,1.0,0.5116812469519607,331.5393957156291,1.5,0.8021049689583286,143.06231113758116,1.5,0.7201710844856115,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,Policy 0,dikesnet
1140,131,178.34512447155845,1.5,0.6205618654276577,305.61018626687707,10.0,0.574228864996364,154.21579829640382,1.5,0.00031888645928288483,129.62618435024547,10.0,0.572198732884687,242.0949787304751,1.0,0.5119101473369667,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,Policy 0,dikesnet
1141,109,45.872996210230895,1.0,0.6524644840766513,241.02312703889942,1.5,0.3125151411499362,85.70693410988154,10.0,0.48724622515206795,38.704694327632936,1.5,0.17361135153044374,40.064020941643065,10.0,0.42661102181074184,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,Policy 0,dikesnet
1142,88,100.16582214620101,1.5,0.7881167377770297,288.64283192699213,1.0,0.2659311854536037,299.5693849423574,10.0,0.055888429156475176,247.28185730086207,1.5,0.5851572819648778,73.65592903297888,10.0,0.47775252808688706,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,Policy 0,dikesnet
1143,36,225.63412208540615,1.0,0.23266959534960047,81.72750651155872,1.5,0.28391673815789953,237.59563994704135,1.5,0.7035626253849635,97.71207673869998,1.5,0.5738382764739338,228.92859366137253,1.0,0.4957255485582267,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,Policy 0,dikesnet
1144,69,194.30936867815518,1.0,0.40644794989777105,125.81957097692748,10.0,0.0011281421357080851,313.02530816901753,1.0,0.8418658177311791,59.76626312758051,1.5,0.6079036347934508,113.624179550852,10.0,0.9870657987166267,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,Policy 0,dikesnet
1145,58,205.9234058996846,1.5,0.7307383599905782,249.48468112534275,1.0,0.18170917161590988,72.59043807535619,10.0,0.3907885290009028,36.66160394302367,10.0,0.8951523542788791,86.06530425454619,1.0,0.09530353219839222,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,Policy 0,dikesnet
